#{"t_start": 1747266105.9796488, "env_id": "BuildingEnv"}
r,l,t
-631769962.137555,16166,6.238295
-632204451.533261,16166,11.692935
-631297431.179455,16166,17.146907
-632676752.724266,16166,22.576293
-630023312.535732,16166,28.168851
-618094449.686152,16166,33.736023
-620926047.755579,16166,39.215042
-622650724.572925,16166,44.617332
-611993004.176974,16166,50.068507
-616455754.379468,16166,55.595799
-607681295.562232,16166,61.113061
-606429915.105783,16166,66.587134
-607066957.683763,16166,72.101245
-604534053.717883,16166,77.725713
-601245876.727409,16166,83.273046
-606434359.648243,16166,88.803276
-597433539.88229,16166,94.32958
-585499669.371192,16166,99.854441
-597015969.017532,16166,105.393427
-579120778.030853,16166,110.973898
-587744560.501453,16166,116.520505
-588003620.278382,16166,122.059742
-587079764.123766,16166,127.620387
-581716242.111151,16166,133.201186
-574057763.068136,16166,138.794549
-574052765.130971,16166,144.414157
-567029164.202029,16166,149.982279
-563779529.046785,16166,155.619779
-565501187.524806,16166,161.338957
-566537236.027216,16166,166.996817
-565727086.068235,16166,172.75044
-567506357.54955,16166,178.449108
-558504235.594867,16166,184.111625
-559522350.167314,16166,189.777087
-553559032.030134,16166,195.478288
-551185629.17574,16166,201.162463
-545556883.278221,16166,206.910101
-541256307.220326,16166,212.664873
-547330328.526325,16166,218.37979
-533193437.085488,16166,224.094431
-541568362.811285,16166,229.816534
-531337793.553861,16166,235.612015
-530046761.797402,16166,241.421031
-525813352.784516,16166,247.264352
-524277646.937896,16166,253.048397
-521463181.096906,16166,258.866699
-521981637.089932,16166,264.639325
-529318800.347116,16166,270.437953
-513146048.285015,16166,276.22318
-517974690.723263,16166,282.065223
-515068971.420994,16166,287.912842
-508891531.289939,16166,293.732486
-510183092.620197,16166,299.526077
-502024679.93382,16166,305.416779
-503221183.192028,16166,311.289673
-491600873.511825,16166,317.196109
-495517890.537177,16166,323.068016
-498491643.962252,16166,328.938128
-492461689.647202,16166,334.860482
-491100246.485226,16166,340.751817
-487418467.682454,16166,346.646183
-474737072.904987,16166,352.545579
-489691296.202331,16166,358.450333
-470814441.66086,16166,364.376542
-471907513.504799,16166,370.311208
-473512233.176651,16166,376.23647
-471821392.598726,16166,382.193222
-467740607.123674,16166,388.132054
-467950826.237368,16166,394.082804
-462028325.929915,16166,400.049193
-453542413.969293,16166,406.032025
-457331951.530742,16166,412.019165
-454838508.834241,16166,417.969459
-450606167.787083,16166,423.942557
-461371709.449512,16166,429.96536
-448604765.183183,16166,435.952189
-454883127.382215,16166,442.035928
-440548553.694688,16166,448.23213
-437634941.97217,16166,454.467595
-436608191.840798,16166,460.642613
-442121955.610556,16166,466.744199
-437138923.097713,16166,472.814751
-427233919.772126,16166,478.896765
-424631720.327258,16166,484.994812
-424894215.71543,16166,491.082021
-423198492.98536,16166,497.134287
-425878178.058314,16166,503.20746
-416741955.710269,16166,509.273958
-423638860.515491,16166,515.364483
-412373756.171859,16166,521.529591
-418961049.613682,16166,527.709599
-410906195.728049,16166,533.970149
-412266686.3055,16166,540.09354
-405975025.369291,16166,546.268979
-398015959.431348,16166,552.435993
-395343101.209007,16166,558.667621
-403568808.188576,16166,564.870272
-398452949.974666,16166,571.062528
-390741947.806376,16166,577.251169
-384287530.657968,16166,583.469984
-382208027.99315,16166,589.718829
-389313728.912382,16166,595.932017
-379655370.970505,16166,602.143619
-379170302.822636,16166,608.378806
-379592058.908676,16166,614.640378
-364913466.53038,16166,620.90749
-369763032.523917,16166,627.150296
-369514123.707571,16166,633.413624
-379068927.713489,16166,639.63622
-361385195.991489,16166,645.884259
-365171315.938966,16166,652.16174
-359646659.649963,16166,658.480823
-360443692.655498,16166,664.790623
-351187305.645873,16166,671.084237
-354923118.520817,16166,677.368629
-346470411.593401,16166,683.64764
-346565146.183503,16166,689.966534
-350369057.623536,16166,696.38643
-340075409.133552,16166,702.81891
-336101554.595372,16166,709.229775
-339088665.76558,16166,715.619142
-333257226.398071,16166,722.213632
-338714227.065178,16166,728.683264
-335022134.3349,16166,735.06228
-321858468.805769,16166,741.503669
-325351626.801087,16166,747.933869
-330963214.914493,16166,754.339242
-324016606.710748,16166,760.762352
-312986004.135111,16166,767.210137
-317679192.239535,16166,773.930062
-307944390.784035,16166,780.646251
-309942497.835962,16166,787.26997
-313315612.003501,16166,793.686164
-310496072.00378,16166,800.086781
-311713792.006272,16166,806.50871
-295667088.293833,16166,812.969144
-299303463.06408,16166,819.438231
-301659002.359816,16166,825.994172
-288998917.885722,16166,832.411313
-290402086.440682,16166,838.869597
-282020239.607799,16166,845.419376
-288030319.841312,16166,851.885204
-283117922.924972,16166,858.434669
-279033850.545331,16166,865.023426
-281122851.294519,16166,871.493046
-279057612.981991,16166,878.041886
-270376463.138917,16166,884.605151
-265979407.706474,16166,891.20885
-264486369.402451,16166,897.874251
-262478399.270276,16166,904.642453
-266875275.890682,16166,911.289078
-263798872.183384,16166,918.017157
-265794119.613734,16166,924.633686
-261394872.509548,16166,931.300282
-251651772.850518,16166,938.140673
-245719291.982403,16166,944.861754
-248730573.112451,16166,951.673578
-248681120.753433,16166,958.355306
-247694400.880728,16166,964.951903
-236995188.478351,16166,971.644714
-239945061.160273,16166,978.411673
-239757288.055915,16166,985.162671
-237866610.166457,16166,991.958809
-230213695.339783,16166,998.759486
-235670141.96382,16166,1005.535422
-227557171.889103,16166,1012.348385
-224845357.445998,16166,1019.143095
-214371280.500567,16166,1026.323366
-214985875.870723,16166,1033.237063
-211756364.71143,16166,1039.954364
-215180703.213116,16166,1047.093121
-211766977.924354,16166,1053.822725
-207318110.858934,16166,1060.778874
-200573671.498462,16166,1067.7759
-204285818.882876,16166,1074.6738
-198671358.467341,16166,1081.584548
-206992047.589334,16166,1088.477901
-197061357.130697,16166,1095.352089
-191962015.292067,16166,1102.209663
-193877474.573204,16166,1109.167386
-186941142.355045,16166,1116.060083
-187577781.986858,16166,1122.886081
-184762745.017356,16166,1129.884892
-178264385.340746,16166,1137.109108
-177433351.780493,16166,1144.058505
-169605636.14576,16166,1151.179115
-167200131.390008,16166,1158.136733
-173627581.587134,16166,1165.046984
-168646428.598266,16166,1171.984253
-165515557.328295,16166,1178.887671
-159116999.007061,16166,1186.197418
-162182889.462587,16166,1193.310589
-160561899.203267,16166,1200.244873
-156712967.841331,16166,1207.590833
-151083643.493668,16166,1214.576994
-152740180.279673,16166,1221.613993
-154339166.887623,16166,1228.663328
-152125966.880375,16166,1235.707316
-151768072.211543,16166,1242.938555
-147085697.305641,16166,1249.984864
-142911412.378401,16166,1256.986008
-136440983.696526,16166,1263.951558
-131381492.881251,16166,1271.157722
-122678537.161096,16166,1278.363937
-128059998.088072,16166,1285.406662
-128865811.838427,16166,1292.420199
-127176236.175312,16166,1299.84138
-118912915.873543,16166,1307.008161
-122388526.135325,16166,1314.077785
-115579891.115321,16166,1321.277524
-116953523.580072,16166,1328.505948
-115083751.331196,16166,1335.63688
-117636872.941112,16166,1343.229066
-109595239.879539,16166,1350.247033
-102374952.226881,16166,1357.314675
-100851451.991311,16166,1364.404072
-94865990.669254,16166,1371.481275
-103578618.901982,16166,1378.552182
-95539181.640308,16166,1385.627034
-97826302.539573,16166,1392.741527
-96745835.123789,16166,1399.813227
-88865631.364237,16166,1406.886032
-91642394.609791,16166,1413.97817
-86175721.689681,16166,1421.117548
-82051771.12738,16166,1428.221413
-78404671.594105,16166,1435.319004
-78735578.186334,16166,1442.454381
-82181274.763983,16166,1449.584034
-75627132.558196,16166,1456.714203
-74398930.387558,16166,1463.876437
-68268890.707267,16166,1471.06786
-73915236.938853,16166,1478.476779
-66871123.030637,16166,1485.911625
-66792240.427717,16166,1493.071491
-66380961.282116,16166,1500.224095
-65001221.236125,16166,1507.381053
-58793159.571338,16166,1514.694976
-56213581.41595,16166,1521.98466
-52854280.007939,16166,1529.314417
-53919029.047397,16166,1536.708716
-50738258.361457,16166,1543.965029
-48565597.153561,16166,1551.296153
-44682461.781919,16166,1558.633411
-53173008.233053,16166,1566.15384
-47311995.394562,16166,1573.593903
-48761913.194664,16166,1580.815504
-45358182.063728,16166,1588.153568
-39937095.635451,16166,1595.446636
-35502549.675803,16166,1602.831045
-31577110.473917,16166,1610.393682
-29647948.9375,16166,1617.681452
-29513403.478538,16166,1624.98664
-33722975.766608,16166,1632.314143
-33237742.824794,16166,1639.596022
-27298569.031927,16166,1646.914877
-27360203.102825,16166,1654.203509
-26971072.852147,16166,1661.814327
-26404557.243652,16166,1669.251098
-25873238.321832,16166,1676.762995
-20259996.125672,16166,1684.431478
-21310727.451032,16166,1692.17719
-24118783.070721,16166,1700.098622
-23520549.992421,16166,1707.786386
-17693440.805311,16166,1715.399893
-17161614.788032,16166,1722.809921
-16183459.822915,16166,1730.331081
-16619622.654077,16166,1737.946886
-14840033.287029,16166,1745.565095
-14521657.543215,16166,1753.228619
-11489332.687975,16166,1760.828821
-11406189.998695,16166,1768.217222
-11394934.730119,16166,1775.611441
-9819966.967072,16166,1783.049337
-8431291.522876,16166,1790.530088
-10563557.891301,16166,1797.990853
-9842867.437741,16166,1805.414981
-7129504.523894,16166,1812.940962
-7059103.685779,16166,1820.355705
-7707742.86773,16166,1827.780035
-5956675.39486,16166,1835.221373
-6545479.700441,16166,1842.691342
-5744265.9894,16166,1850.149778
-5754184.984297,16166,1857.671444
-6047845.377493,16166,1865.116945
-4597247.51119,16166,1872.594885
-4607965.794853,16166,1880.209711
-4588094.658979,16166,1887.760062
-5373612.759568,16166,1895.248732
-4272018.091298,16166,1902.788597
-4975135.922131,16166,1910.284177
-4787660.529706,16166,1917.8697
-4871877.247959,16166,1925.410677
-4393918.672638,16166,1933.101512
-3804352.912845,16166,1940.719966
-3516846.312679,16166,1948.204557
-3584261.91701,16166,1955.743713
-3638009.115919,16166,1963.335088
-3145291.540079,16166,1970.863245
-3500390.200609,16166,1978.476238
-3151323.843363,16166,1986.041732
-3314221.851536,16166,1993.808951
-3366478.361849,16166,2001.682335
-2850480.360224,16166,2009.550021
-2543485.857045,16166,2017.51447
-2855949.291584,16166,2025.387438
-2643998.558074,16166,2033.204635
-2580171.000465,16166,2041.283206
-2483549.688648,16166,2049.282284
-2661898.563722,16166,2056.899246
-2442191.575252,16166,2064.648665
-2117906.686375,16166,2072.387609
-2215380.291728,16166,2079.998911
-2473853.270302,16166,2088.132848
-2272446.802442,16166,2096.350422
-2269573.983005,16166,2103.993387
-2200622.730658,16166,2111.829817
-2162574.272164,16166,2119.909524
-2180766.166928,16166,2127.576267
-2116678.332978,16166,2135.371339
-1951053.924924,16166,2143.299936
-2042617.127038,16166,2151.272435
-1934548.759359,16166,2159.316804
-2153417.016462,16166,2167.397131
-1850811.80911,16166,2175.05039
-1936284.361561,16166,2182.732603
-1986053.47049,16166,2190.378999
-2061016.095838,16166,2198.056105
-2217313.978183,16166,2205.720777
-2213939.645018,16166,2213.325264
-2530804.260909,16166,2220.921345
-1839934.450589,16166,2228.652815
-1930139.393107,16166,2236.461279
-1914522.132522,16166,2244.364168
-1520941.032442,16166,2252.319374
-1522062.823412,16166,2260.055683
-1648308.512253,16166,2267.681361
-1899533.527217,16166,2275.431163
-1605561.064993,16166,2283.045682
-1495887.670158,16166,2290.713121
-1706890.857194,16166,2298.38654
-1364101.781493,16166,2306.226405
-1264391.128035,16166,2313.882345
-1424128.166548,16166,2321.470398
-1139566.230526,16166,2329.115199
-1475264.734638,16166,2336.729731
-1271912.884792,16166,2344.427778
-1132645.888585,16166,2352.065519
-1402579.195301,16166,2359.903331
-1535072.777564,16166,2367.531506
-1473547.269422,16166,2375.182577
-1358439.405301,16166,2382.979362
-1383736.585192,16166,2390.629332
-1166463.889959,16166,2398.288504
-1803591.702683,16166,2405.931695
-1399715.93445,16166,2413.525098
-1077785.093458,16166,2421.169304
-147538467.781922,16166,2428.879101
-1281685.654156,16166,2436.911822
-1353388.968688,16166,2444.527553
-926833.089768,16166,2452.420902
-1199804.269352,16166,2460.011501
-1111211.181167,16166,2467.774919
-1298822.459187,16166,2475.349519
-1309040.085287,16166,2483.102403
-1163692.956568,16166,2490.908931
-1345393.37747,16166,2498.76896
-1020484.797563,16166,2506.809831
-1060097.040766,16166,2514.551324
-942948.881197,16166,2522.241588
