#{"t_start": 1773866392.2350678, "env_id": "BuildingEnv"}
r,l,t
-95398793.747574,16166,12.836455
-77979298.011052,16166,22.106543
-52890136.384395,16166,31.352882
-42730332.676211,16166,40.540122
-33326848.606949,16166,49.703788
-31222828.153173,16166,58.862478
-28630786.454196,16166,68.002211
-30235546.743442,16166,77.132524
-31333713.78649,16166,86.267799
-32543476.124569,16166,94.946904
-36059886.414446,16166,104.308332
-32934140.128917,16166,113.490528
-28464528.710579,16166,122.641161
-30718272.157509,16166,131.902889
-34621493.179022,16166,141.134418
-29053911.833128,16166,150.33254
-32707980.719153,16166,159.49286
-28884085.42908,16166,168.628567
-26055965.3321,16166,177.308449
-26585476.84158,16166,186.50277
-25208917.3457,16166,195.632481
-23944850.248376,16166,204.80241
-21927762.080192,16166,214.05577
-23364913.296566,16166,223.32502
-22552376.88649,16166,232.618175
-22700637.727921,16166,241.772539
-18423039.251676,16166,250.933005
-23248098.18682,16166,260.097443
-18618469.610601,16166,268.779989
-25916646.312731,16166,277.942961
-27698376.771802,16166,287.092233
-27776780.252385,16166,296.248574
-20130493.458669,16166,305.394394
-15888069.476139,16166,314.565228
-22801501.260007,16166,323.739238
-18398807.386524,16166,332.962548
-23230278.065011,16166,342.13524
-21136501.666701,16166,350.875547
-22215891.108348,16166,360.106251
-22807266.466612,16166,369.289721
-23266412.085685,16166,378.447895
-20864637.467778,16166,387.633942
-26798547.217717,16166,396.795417
-22951147.823924,16166,405.954612
-22059556.137651,16166,415.131769
-22888317.460081,16166,424.349987
-17226690.639402,16166,433.037319
-16961317.471523,16166,442.208243
-19459474.013535,16166,451.399158
-22102100.889797,16166,460.578869
-26384381.577553,16166,469.759526
-20834900.240263,16166,478.964369
-20621813.64003,16166,488.100754
-15120481.911271,16166,497.249219
-23620467.197138,16166,506.52347
-16081283.712371,16166,515.680494
-17717076.45382,16166,524.442141
-23153498.433916,16166,533.697629
-18959011.991894,16166,542.846363
-19379920.128567,16166,552.053051
-25749403.920785,16166,561.442685
-22621470.337853,16166,570.606479
-20379053.120899,16166,579.883546
-17490345.729676,16166,589.043283
-22203406.77828,16166,598.203433
-17380981.046856,16166,606.980732
-18941028.847201,16166,616.136114
-25070021.175708,16166,625.360529
-22646730.735593,16166,634.53333
-17570048.361409,16166,643.689717
-22634800.038674,16166,652.874213
-17530701.162947,16166,662.051989
-22030588.144951,16166,671.202797
-20463096.240168,16166,680.351363
-19949937.962348,16166,689.478779
-15821261.743121,16166,698.224096
-16077269.075608,16166,707.490476
-20497766.750014,16166,716.631498
-21925574.506117,16166,725.799767
-18366018.665917,16166,734.951592
-19892365.277966,16166,744.121009
-24203510.541881,16166,753.296117
-25032644.213897,16166,762.465914
-20810567.06727,16166,771.644541
-21588946.186203,16166,780.37944
-18400167.018608,16166,789.712081
-19144895.937835,16166,798.988292
-20977322.021049,16166,808.247193
-23052341.300347,16166,817.424517
-23726262.01107,16166,826.601955
-24686414.846881,16166,835.864281
-17195084.147865,16166,845.032717
-17948118.024448,16166,854.211134
-19426421.59336,16166,862.930332
-17485683.190505,16166,872.078068
-15244292.557257,16166,881.262083
-21609015.159487,16166,890.441509
-18762932.21458,16166,899.623475
-23069095.451143,16166,908.78722
-17692623.223281,16166,917.967447
-19356926.679117,16166,927.149391
-19014930.213307,16166,936.350917
-22903993.298341,16166,945.5051
-14731249.741763,16166,954.199435
-19696284.497444,16166,963.379766
-16843455.241404,16166,972.641007
-20045132.828949,16166,981.959801
-22830265.489712,16166,991.29033
-22454917.345572,16166,1000.646271
-24812576.130212,16166,1009.951008
-21543716.905579,16166,1019.250249
-19510429.650607,16166,1028.523534
-18639631.959608,16166,1037.333892
-16431374.95021,16166,1046.676204
-18211026.722033,16166,1056.030518
-19586965.605254,16166,1065.386095
-17764544.360329,16166,1074.763315
-20096358.750432,16166,1084.092132
-88074125.161458,16166,1093.525694
-87075392.214205,16166,1102.878953
-82943043.498147,16166,1112.270392
-66304768.394038,16166,1121.595343
-47848133.553607,16166,1130.545481
-44747140.992448,16166,1139.960405
-31403498.316492,16166,1149.289361
-29918289.222742,16166,1158.646308
-23786876.922602,16166,1168.045736
-24877435.412005,16166,1177.440676
-20879534.908089,16166,1186.746915
-21046363.994632,16166,1196.088236
-19098306.866986,16166,1205.430043
-21469812.077144,16166,1214.442282
-20988121.048809,16166,1223.876986
-23423051.538646,16166,1233.296607
-21580262.389179,16166,1242.650944
-18803539.396604,16166,1251.994695
-25265002.781086,16166,1261.328935
-22984270.753466,16166,1270.646244
-22542629.488934,16166,1279.952157
-20170225.418508,16166,1289.259919
-22710301.173702,16166,1298.129306
-18994360.954594,16166,1307.45387
-19761911.537446,16166,1316.793587
-25469032.968578,16166,1326.1025
-22649332.790016,16166,1335.379628
-24922153.92605,16166,1344.652763
-21080828.388713,16166,1353.969383
-19515635.68569,16166,1363.379725
-22406228.443663,16166,1372.681121
-19244034.267556,16166,1381.96258
-19048819.782084,16166,1390.797255
-17904478.080784,16166,1400.097976
-19798593.16358,16166,1409.398221
-19490098.350523,16166,1418.70381
-20058380.018272,16166,1428.006782
-19617909.98385,16166,1437.307367
-18638016.836176,16166,1446.634454
-18048851.966478,16166,1455.976935
-19093404.200978,16166,1465.413906
-29772251.8485,16166,1474.252783
-26540515.170573,16166,1483.560249
-15668397.561519,16166,1492.849788
-23373181.01212,16166,1502.165704
-13393610.182157,16166,1511.460919
-29268585.821683,16166,1520.771159
-24374729.168893,16166,1530.095399
-23587819.01809,16166,1539.376964
-22611887.797205,16166,1548.651049
-24045082.089301,16166,1557.936241
-20200858.896366,16166,1566.773442
-18258060.620165,16166,1576.047943
-21217285.985447,16166,1585.346854
-27648704.035556,16166,1594.657387
-20176958.300154,16166,1604.024803
-23747521.466015,16166,1613.375839
-18694197.133527,16166,1622.727913
-26373864.640584,16166,1632.12839
-20574548.179036,16166,1641.416429
-21124878.359756,16166,1650.258322
-21176408.573335,16166,1659.572635
-19420512.981079,16166,1668.915501
-26757845.241246,16166,1678.272423
-20189375.873643,16166,1687.661311
-29533343.968354,16166,1697.05368
-22399513.342387,16166,1706.398444
-23188379.58266,16166,1715.723617
-21857419.311416,16166,1725.064516
-21638680.474818,16166,1733.914801
-28577748.134947,16166,1743.282075
-23620394.109212,16166,1752.629007
-24134711.914523,16166,1762.007261
-23949169.933049,16166,1771.489394
-22168925.102461,16166,1780.855118
-30192182.619304,16166,1790.257941
-43535037.37242,16166,1799.588332
-43368060.404139,16166,1808.902606
-29163128.363457,16166,1818.250559
-22280147.123986,16166,1827.014471
-20592958.430858,16166,1836.236629
-26068655.598023,16166,1845.483244
-21516483.914504,16166,1854.709807
-21046147.301379,16166,1863.923213
-18679224.736353,16166,1873.144178
-25324998.781669,16166,1882.358052
-25311678.217068,16166,1891.538595
-25157524.538827,16166,1900.696754
-23036138.35071,16166,1909.439517
-25495898.102914,16166,1918.609219
-19267660.397526,16166,1927.791144
-24860155.01991,16166,1936.953999
-23495998.961199,16166,1946.135573
-21327056.498128,16166,1955.431091
-23056717.182768,16166,1964.654117
-21970106.387234,16166,1973.9046
-24064328.23524,16166,1983.161623
-18407431.89322,16166,1992.4673
-22518578.8589,16166,2001.300013
-24718169.763954,16166,2010.627895
-17009491.671134,16166,2019.928731
-26174426.023721,16166,2029.258669
-27209191.363958,16166,2038.742219
-27141025.340312,16166,2048.132313
-45705891.626888,16166,2057.388599
-33521679.863958,16166,2066.626997
-16391341.947768,16166,2075.998173
-23305206.588563,16166,2084.833397
-20388778.899606,16166,2094.051407
-25197236.781371,16166,2103.264182
-21714215.749981,16166,2112.53289
-19438457.727829,16166,2121.868535
-22689240.625357,16166,2131.101652
-21255072.009069,16166,2140.337426
-21032205.524138,16166,2149.553114
-19298974.295475,16166,2158.753033
-13965957.671567,16166,2167.484938
-20263753.139916,16166,2176.685791
-49854202.733957,16166,2185.912875
-99516109.687769,16166,2195.049067
-96807746.256177,16166,2204.216535
-96431744.646489,16166,2213.389058
-94229770.37083,16166,2222.563803
-93651387.881582,16166,2231.724863
-88437211.601094,16166,2240.885001
-78239919.998161,16166,2250.034703
-66355709.222814,16166,2258.716758
-58122189.79108,16166,2267.847297
-36821205.703827,16166,2276.987661
-21055113.342346,16166,2286.12749
-21041252.523611,16166,2295.253966
-20713569.480654,16166,2304.38491
-19616145.884634,16166,2313.506006
-20085524.377561,16166,2322.615767
-15701310.796863,16166,2331.729415
-16903115.780728,16166,2340.391275
-13890924.299293,16166,2349.495083
-18242577.064747,16166,2358.63628
-18929800.125555,16166,2367.77808
-22272384.649314,16166,2376.897189
-21568263.700223,16166,2386.059072
-20856172.231517,16166,2395.250121
-23718508.050683,16166,2404.475078
-24009831.722712,16166,2413.778221
-25259328.741834,16166,2423.021058
-23965471.358782,16166,2431.790253
-22089434.872955,16166,2441.036113
-25904009.60219,16166,2450.262595
-28000798.560157,16166,2459.483752
-21741304.650181,16166,2468.71476
