#{"t_start": 1747618569.5418084, "env_id": "BuildingEnv"}
r,l,t
-774920683.818979,16166,7.567382
-671591243.859536,16166,15.612644
-668166827.693972,16166,21.956658
-505404711.954421,16166,29.789109
-390094094.41446,16166,37.393724
-267711490.330705,16166,44.89205
-184811771.101745,16166,51.802772
-133755489.061095,16166,60.124546
-126585839.855369,16166,66.465137
-124509138.621934,16166,73.019818
-118178892.117627,16166,79.38006
-76332579.490871,16166,86.328131
-107342303.810265,16166,94.869668
-96361283.604702,16166,101.738548
-94024644.828269,16166,108.052389
-131993677.228384,16166,114.396061
-118615311.428942,16166,120.743426
-95831987.464933,16166,127.336532
-62629074.841175,16166,133.582211
-93986016.684872,16166,140.537762
-67673226.131644,16166,146.987961
-84935001.019152,16166,153.938604
-71563096.217083,16166,161.866102
-80024739.080486,16166,168.400336
-86391513.168223,16166,174.80676
-58839669.287331,16166,181.091172
-93521209.696745,16166,187.427877
-70544897.052574,16166,193.795698
-68897010.35672,16166,199.80187
-79486234.212036,16166,206.836315
-72802328.372131,16166,213.21348
-109767503.957648,16166,220.154613
-106168560.51155,16166,226.591048
-56390679.530505,16166,233.43591
-87807163.165883,16166,239.7824
-63775762.863667,16166,246.097831
-82378093.287084,16166,252.478662
-83754859.977095,16166,258.6188
-65915573.572998,16166,265.124189
-60837731.136409,16166,271.512702
-102806486.734217,16166,277.996146
-91491001.504506,16166,284.927145
-80522413.945409,16166,291.246328
-107770433.620217,16166,297.6076
-58488854.054852,16166,304.975399
-57968929.422955,16166,311.298832
-73241190.681486,16166,318.506356
-79749700.521874,16166,324.997705
-68805966.212054,16166,331.533103
-61377732.802371,16166,338.995852
-72753648.989627,16166,346.874782
-58595103.582755,16166,354.980664
-93220174.989522,16166,361.631829
-58719209.721912,16166,367.972233
-77639170.481179,16166,374.81571
-89016876.138184,16166,381.221895
-63947099.705369,16166,387.223932
-54057530.351146,16166,394.752754
-78483223.738635,16166,402.371695
-113083869.528036,16166,408.923722
-83292955.345296,16166,415.324685
-71942232.836979,16166,421.723543
-94330107.046116,16166,428.045552
-95191281.168217,16166,435.544707
-107870227.225619,16166,442.110806
-137115583.293856,16166,448.925334
-124962624.164348,16166,455.432537
-105964121.978516,16166,463.035274
-73151863.043854,16166,469.677547
-73633199.630558,16166,476.6116
-90089998.321922,16166,484.190378
-55735490.767142,16166,491.674168
-81659369.299873,16166,498.066081
-93420076.525677,16166,504.444305
-76701666.585148,16166,512.073273
-77023717.485038,16166,518.92767
-85502504.908313,16166,526.464041
-92919217.829775,16166,532.802611
-48441641.260927,16166,540.19896
