#{"t_start": 1773866995.9102728, "env_id": "BuildingEnv"}
r,l,t
-303999.862349,16166,9.985471
-149854.572816,16166,18.446413
-170827.787351,16166,26.936516
-163202.363351,16166,35.371083
-204057.898667,16166,43.980323
-240938.635587,16166,52.67933
-250899.647918,16166,61.202186
-193168.944864,16166,69.637974
-496233.877549,16166,78.086972
-308303.140107,16166,86.022817
-176275.971269,16166,94.459272
-121259.484017,16166,102.902814
-257003.340366,16166,111.395436
-228492.710099,16166,119.835057
-232123.547016,16166,128.254797
-356236.220907,16166,136.703813
-408711.484476,16166,145.153858
-183794.922216,16166,153.639734
-150475.649701,16166,161.623894
-189698.691532,16166,170.110293
-258057.072289,16166,178.570185
-120936.115033,16166,187.004065
-246307.181412,16166,195.420725
-188678.101905,16166,203.845464
-139826.581726,16166,212.263919
-122945.484938,16166,220.714479
-271839.970756,16166,229.166682
-130526.750031,16166,237.618324
-185156.438317,16166,245.573017
-132102.108511,16166,254.013103
-169590.456065,16166,262.472908
-262780.834136,16166,270.863697
-168901.495668,16166,279.267669
-270435.022694,16166,287.673995
-171434.487192,16166,296.020039
-184539.565854,16166,304.343806
-171594.678378,16166,312.694197
-172458.288954,16166,320.614305
-389874.01092,16166,328.961187
-284534.07198,16166,337.303992
-205066.215226,16166,345.610126
-169584.263509,16166,353.949754
-180492.471628,16166,362.277121
-204137.939155,16166,370.614285
-148137.449887,16166,378.933156
-172236.32022,16166,387.295055
-188026.380952,16166,395.248432
-140613.360248,16166,403.769914
-188345.616502,16166,412.230729
-135519.523911,16166,420.706038
-172931.781145,16166,429.189976
-218274.342465,16166,437.639909
-186430.293193,16166,446.24104
-169675.909969,16166,454.771525
-165299.863911,16166,463.3589
-114390.92044,16166,471.913242
-183597.950419,16166,479.973558
-125573.44003,16166,488.444206
-141527.25229,16166,496.918578
-187120.830192,16166,505.458483
-226683.237282,16166,514.03681
-127920.705987,16166,522.653333
-167443.77194,16166,531.220348
-180027.92326,16166,539.759023
-131027.714363,16166,548.340463
-144444.614104,16166,556.396409
-127241.305547,16166,564.916764
-162499.908947,16166,573.436988
-208626.098312,16166,581.976681
-183008.634436,16166,590.481237
-224429.100654,16166,599.027972
-163467.849019,16166,607.835085
-173982.866271,16166,616.432801
-148826.216982,16166,624.955016
-215167.437197,16166,633.582679
-134093.059609,16166,641.747432
-151414.267938,16166,650.40506
-223756.638305,16166,658.956238
-169681.777936,16166,667.526306
-227806.858448,16166,676.132037
-128867.886709,16166,684.712149
-188325.696229,16166,693.343565
-162293.918682,16166,701.971781
-158355.26848,16166,710.800676
-128566.444046,16166,718.942754
-156282.808263,16166,727.601839
-119555.118326,16166,736.229772
-149428.112187,16166,744.82516
-174761.455049,16166,753.416433
-144872.70728,16166,761.984458
-173552.953757,16166,770.585693
-181961.902672,16166,779.177908
-137807.118399,16166,787.801655
-119221.124834,16166,795.96489
-305360.852156,16166,804.563553
-176322.45197,16166,813.179915
-153393.386791,16166,821.801603
-135980.049294,16166,830.446782
-255042.645964,16166,839.092307
-192934.609701,16166,847.719288
-148422.956186,16166,856.373944
-188735.190831,16166,865.025351
-139154.986529,16166,873.689282
-137745.570588,16166,881.877139
-141638.494563,16166,890.531754
-146827.532141,16166,899.17982
-134521.293879,16166,907.795288
-147320.793752,16166,916.440318
-145416.533731,16166,925.063553
-184167.50415,16166,933.699504
-144459.711648,16166,942.329059
-169452.771739,16166,950.990139
-162599.090149,16166,959.102787
-164506.371316,16166,967.708788
-130583.594882,16166,976.261539
-164636.888496,16166,984.861902
-161227.592825,16166,993.468593
-224956.969557,16166,1002.133415
-110744.10273,16166,1010.748202
-165247.606147,16166,1019.296576
-185339.496983,16166,1027.831272
-124646.5137,16166,1036.375119
-127821.041339,16166,1044.421817
-182040.498748,16166,1052.936798
-142172.254319,16166,1061.542815
-120233.44571,16166,1070.118308
-235650.92583,16166,1078.687662
-166897.379184,16166,1087.246149
-143046.484765,16166,1095.840442
-138538.280803,16166,1104.413734
-155070.518904,16166,1113.028054
-166216.661892,16166,1121.132254
-133976.823003,16166,1129.746852
-153907.166228,16166,1138.294806
-219278.528488,16166,1146.9117
-171293.137051,16166,1155.531662
-169886.350653,16166,1164.15679
-278174.251877,16166,1172.795745
-166228.191503,16166,1181.435139
-161989.300117,16166,1190.065708
-145327.938882,16166,1198.248355
-122657.917205,16166,1206.909809
