#{"t_start": 1773868107.3598318, "env_id": "BuildingEnv"}
r,l,t
-781781928.677326,16166,12.753728
-699113925.836049,16166,21.870948
-579278080.30518,16166,30.99215
-446130289.330052,16166,40.103398
-319961536.288907,16166,49.08789
-220999143.048649,16166,58.063773
-187697544.445582,16166,67.092892
-179026318.690693,16166,76.078879
-116302980.14895,16166,85.124554
-101235976.17851,16166,93.793302
-130109089.645284,16166,102.933916
-72568857.177661,16166,112.271077
-127669233.244061,16166,121.577784
-79297292.779571,16166,130.590235
-101898098.236473,16166,139.597553
-125770330.331979,16166,148.684841
-107431594.654484,16166,157.733269
-118896858.850587,16166,166.741107
-104605008.887614,16166,175.286046
-140655825.592762,16166,184.278959
-120396811.170554,16166,193.265932
-102946951.209707,16166,202.238316
-83292912.028853,16166,211.199153
-46262631.266589,16166,220.172983
-73917989.306921,16166,229.364862
-69876046.814453,16166,238.409584
-92826346.39865,16166,247.582731
-93483647.332688,16166,256.664288
-68587775.791936,16166,265.343736
-89124920.633842,16166,274.460078
-140761393.827785,16166,283.505554
-113679407.582231,16166,292.662407
-57441733.545981,16166,301.749758
-85122883.62418,16166,310.754653
-84199111.231676,16166,319.752774
-82682579.366719,16166,328.749893
-83487481.936719,16166,337.765695
-48021487.056887,16166,346.312911
-83449022.611528,16166,355.307668
-121526840.720516,16166,364.308568
-81756563.511564,16166,373.438518
-123184331.664046,16166,382.61558
-115919785.52393,16166,391.711567
-99095945.116536,16166,400.715631
-59995444.824592,16166,409.701354
-88447123.879474,16166,418.688658
-108504544.908148,16166,427.244319
-128089351.054129,16166,436.248009
-94643208.356183,16166,445.236699
-88386009.150784,16166,454.251126
-92656503.059458,16166,463.238242
-69203880.500622,16166,472.211329
-62943783.644773,16166,481.19945
-58705947.885052,16166,490.182666
-63128191.833307,16166,499.157536
-86561466.642931,16166,508.13946
-82059505.177906,16166,516.673185
-62511304.429601,16166,525.661234
-59371997.58568,16166,534.668756
-80626134.654594,16166,543.666323
-92878858.191841,16166,552.642733
-187670487.158204,16166,561.636826
